Committee,Committee Type,Payee,Purpose of Expenditure,Description,Payment Method,Payment Date,Amount,File to State,Period Start,Period End,Election Year,Status,Data Source,Refiled Electronically,Street Address,City,State
Connecticut Laborer's Political League,Political Action Committee,HDCC,CNTRB(),CONTRIBUTION,Check,5/25/2012,250,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,"330 MAIN STREET, 3RD FLOOR",HARTFORD,CT                                                
Connecticut Laborer's Political League,Political Action Committee,AMERICAN EXPRESS,CCP(Any payment of a Credit Card bill),CONFERENCE,Check,5/25/2012,1261.29,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,P.O. Box 1270,NEWARK,NJ                                                
Connecticut Laborer's Political League,Political Action Committee,CONNECTICUT LABORERS' HEALTH FUND,REF(Contributor returns or other revenue refunds),REFUND,Check,4/13/2012,2138.01,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,435 Captain Thomas Blvd,WEST HAVEN,CT                                                
Connecticut Laborer's Political League,Political Action Committee,MANCHESTER DEMOCRATIC TOWN COMMITTEE,CNTRB(),CONTRIBUTION,Check,6/14/2012,125,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,85 HOLLISTER ST,MANCHESTER,CT                                                
Connecticut Laborer's Political League,Political Action Committee,KATHLEEN LEONARD,WAGE(Wages and benefits paid to the committee's staff),SECRETARY SERVICES,Check,4/1/2012,225,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,475 Ledyard Street,HARTFORD,CT                                                
Connecticut Laborer's Political League,Political Action Committee,KATHLEEN LEONARD,WAGE(Wages and benefits paid to the committee's staff),SECRETARY SERVICES,Check,5/1/2012,225,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,475 Ledyard Street,HARTFORD,CT                                                
Connecticut Laborer's Political League,Political Action Committee,KATHLEEN LEONARD,WAGE(Wages and benefits paid to the committee's staff),SECRETARY SERVICES,Check,6/1/2012,225,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,475 Ledyard Street,HARTFORD,CT                                                
Connecticut Laborer's Political League,Political Action Committee,LOUIS CUTILLO,CNSLT(Payments to a professional consultant),ADVISOR FEES,Check,4/1/2012,500,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,208 Buck Road,HEBRON,CT                                                
Connecticut Laborer's Political League,Political Action Committee,LOUIS CUTILLO,CNSLT(Payments to a professional consultant),ADVISOR FEES,Check,5/10/2012,500,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,208 Buck Road,HEBRON,CT                                                
Connecticut Laborer's Political League,Political Action Committee,LOUIS CUTILLO,CNSLT(Payments to a professional consultant),ADVISOR FEES,Check,6/1/2012,500,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,208 Buck Road,HEBRON,CT                                                
Connecticut Laborer's Political League,Political Action Committee,JAMES DUFFY CO.,CNSLT(Payments to a professional consultant),ADVISOR FEES,Check,1/12/2012,2215.62,4/25/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,50 CONNECTICUT BLVD.,HARTFORD,CT                                                
Connecticut Laborer's Political League,Political Action Committee,JAMES DUFFY CO.,CNSLT(Payments to a professional consultant),ADVISOR FEES,Check,2/9/2012,2215.62,4/25/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,50 CONNECTICUT BLVD.,HARTFORD,CT                                                
Connecticut Laborer's Political League,Political Action Committee,JAMES DUFFY CO.,CNSLT(Payments to a professional consultant),ADVISOR FEES,Check,3/8/2012,2215.62,4/25/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,50 CONNECTICUT BLVD.,HARTFORD,CT                                                
Connecticut Laborer's Political League,Political Action Committee,HDCC,CNTRB(),CONTRIBUTION,Check,1/1/2012,500,4/25/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,"330 MAIN STREET, 3RD FLOOR",HARTFORD,CT                                                
Connecticut Laborer's Political League,Political Action Committee,DSCC - NON FEDERAL,CNTRB(),CONTRIBUTION,Check,3/20/2012,2000,4/25/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,"330 MAIN STREET, 3RD FLOOR",HARTFORD,CT                                                
Connecticut Laborer's Political League,Political Action Committee,RI STATE INTERNAL SERVICE,MISC(Expenses related to miscellaneous items that are listed above),FEES,Check,1/9/2012,268,4/25/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,50 BRANCH AVENUE,PROVIDENCE,RI                                                
Connecticut Laborer's Political League,Political Action Committee,REPRO STORE,MISC(Expenses related to miscellaneous items that are listed above),LEGISLATIVE BOOKLETS,Check,2/6/2012,994.37,4/25/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,37 AIRPORT ROAD,HARTFORD,CT                                                
Connecticut Laborer's Political League,Political Action Committee,senator dominick ruggerio committee,CNTRB(),CONTRIBUTION,Check,2/6/2012,1000,4/25/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,7 great view ave,NORTH PROVIDENCE,ri                                                
Connecticut Laborer's Political League,Political Action Committee,LOGO CONCEPTS LLC,MISC(Expenses related to miscellaneous items that are listed above),CT FIRST PINS,Check,2/22/2012,2188.88,4/25/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,7 WESTMONT,WEST HARTFORD,CT                                                
Connecticut Laborer's Political League,Political Action Committee,SENATE DEMOCRATS VICTORY PAC,CNTRB(),CONTRIBUTION,Check,1/1/2012,1000,4/25/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,30 MAIN STREET,HARTFORD,CT                                                
Connecticut Laborer's Political League,Political Action Committee,AMERICAN EXPRESS,CCP(Any payment of a Credit Card bill),CONFERENCE,Check,1/4/2012,399.67,4/25/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,P.O. Box 1270,NEWARK,NJ                                                
Connecticut Laborer's Political League,Political Action Committee,AMERICAN EXPRESS,CCP(Any payment of a Credit Card bill),CONFERENCE,Check,1/26/2012,136.26,4/25/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,P.O. Box 1270,NEWARK,NJ                                                
Connecticut Laborer's Political League,Political Action Committee,AMERICAN EXPRESS,CCP(Any payment of a Credit Card bill),CONFERENCE,Check,2/24/2012,3977.26,4/25/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,P.O. Box 1270,NEWARK,NJ                                                
Connecticut Laborer's Political League,Political Action Committee,AMERICAN EXPRESS,CCP(Any payment of a Credit Card bill),CONFERENCE,Check,3/26/2012,217.92,4/25/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,P.O. Box 1270,NEWARK,NJ                                                
Connecticut Laborer's Political League,Political Action Committee,CICCONE FOR SENATOR,CNTRB(),CONTRIBUTION,Check,3/19/2012,1000,4/25/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,15 Mercy Street,PROVIDENCE,RI                                                
Connecticut Laborer's Political League,Political Action Committee,LOUIS CUTILLO,CNSLT(Payments to a professional consultant),ADVISOR FEES,Check,1/12/2012,500,4/25/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,208 Buck Road,HEBRON,CT                                                
Connecticut Laborer's Political League,Political Action Committee,LOUIS CUTILLO,CNSLT(Payments to a professional consultant),ADVISOR FEES,Check,2/9/2012,500,4/25/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,208 Buck Road,HEBRON,CT                                                
Connecticut Laborer's Political League,Political Action Committee,LOUIS CUTILLO,CNSLT(Payments to a professional consultant),ADVISOR FEES,Check,3/8/2012,500,4/25/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,208 Buck Road,HEBRON,CT                                                
Connecticut Laborer's Political League,Political Action Committee,KATHLEEN LEONARD,WAGE(Wages and benefits paid to the committee's staff),SECRETARY SERVICES,Check,1/1/2012,200,4/25/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,475 Ledyard Street,HARTFORD,CT                                                
Connecticut Laborer's Political League,Political Action Committee,KATHLEEN LEONARD,WAGE(Wages and benefits paid to the committee's staff),SECRETARY SERVICES,Check,1/1/2012,225,4/25/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,475 Ledyard Street,HARTFORD,CT                                                
Connecticut Laborer's Political League,Political Action Committee,KATHLEEN LEONARD,WAGE(Wages and benefits paid to the committee's staff),SECRETARY SERVICES,Check,1/26/2012,200,4/25/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,475 Ledyard Street,HARTFORD,CT                                                
Connecticut Laborer's Political League,Political Action Committee,KATHLEEN LEONARD,WAGE(Wages and benefits paid to the committee's staff),SECRETARY SERVICES,Check,2/1/2012,225,4/25/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,475 Ledyard Street,HARTFORD,CT                                                
Connecticut Laborer's Political League,Political Action Committee,KATHLEEN LEONARD,WAGE(Wages and benefits paid to the committee's staff),SECRETARY SERVICES,Check,3/1/2012,225,4/25/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,475 Ledyard Street,HARTFORD,CT                                                
Connecticut Leadership Committee,Political Action Committee,State LOB,FOOD(Paid directly to a vendor for food and beverage),Lunch Meeting with Democrat Candidates,Debit Card,1/19/2012,2.87,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,300 Capital Ave,Hartford,CT                                                
Connecticut Leadership Committee,Political Action Committee,American Legion,Misc *(Miscellaneous expenditure for which no specific code exists),Purchase of CT Flag,Debit Card,2/2/2012,22,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,Baldwin St,Waterbury,CT                                                
Connecticut Leadership Committee,Political Action Committee,City Hall Cafe,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,2/24/2012,33,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,234 E Main St .,Waterbury,CT                                                
Connecticut Leadership Committee,Political Action Committee,Josephs Steakhouse,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,1/23/2012,70.62,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,360 Fairfield Ave,Bridgeport,CT                                                
Connecticut Leadership Committee,Political Action Committee,TB Bank,"BNK(Bank fees, interest charges, or penalties)",,Debit Card,2/29/2012,25,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,1254 W Main St,Waterbury,CT                                                
Connecticut Leadership Committee,Political Action Committee,John Orsini,Misc *(Miscellaneous expenditure for which no specific code exists),Lease of Office Space,Check,1/18/2012,425,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,94 Edwin Ave,Waterbury,CT                                                
Connecticut Leadership Committee,Political Action Committee,Peter J Cimini,REF(Contributor returns or other revenue refunds),Contrib exceeded allowable limits for a lobbyist,Check,3/31/2012,250,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,71 Hunters Rdg,Rocky Hill,CT                                                
Connecticut Leadership Committee,Political Action Committee,Rosa Ristorante,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,2/1/2012,77.78,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,179 Davis St,Oakville,CT                                                
Connecticut Leadership Committee,Political Action Committee,TD Bank,"BNK(Bank fees, interest charges, or penalties)",,Debit Card,2/27/2012,35,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,1254 W Main,Waterbury,CT                                                
Connecticut Leadership Committee,Political Action Committee,TD Bank,"BNK(Bank fees, interest charges, or penalties)",,Debit Card,2/28/2012,35,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,1254 W Main,Waterbury,CT                                                
Connecticut Leadership Committee,Political Action Committee,The Spirit Shop,FOOD(Paid directly to a vendor for food and beverage),Democrat reception,Debit Card,2/17/2012,70,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,657 Watertown Ave,Waterbury,CT                                                
Connecticut Leadership Committee,Political Action Committee,Bloomfield Citgo,Misc *(Miscellaneous expenditure for which no specific code exists),cost to travel to Democrat Candidates 2012 Meeting,Debit Card,1/17/2012,35,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,925 Blue Hills Ave,Bloomfield,CT                                                
Connecticut Leadership Committee,Political Action Committee,Butler 2012,POC(Payment to another committee),,Check,1/18/2012,40,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,70 Blackman Rd,Waterbury,CT                                                
Connecticut Leadership Committee,Political Action Committee,DEMpac,POC(Payment to another committee),,Check,1/18/2012,100,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,157 Center Rd,Woodbridge,CT                                                
Connecticut Leadership Committee,Political Action Committee,Arch Street Tavern,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,1/19/2012,89.23,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,85 Arch St,Hartford,CT                                                
Connecticut Leadership Committee,Political Action Committee,The Hills Restaurant,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,1/17/2012,34.59,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,660 Park Rd,Waterbury,CT                                                
Connecticut Leadership Committee,Political Action Committee,The Hills Restaurant,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,1/27/2012,32.5,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,660 Park Rd,Waterbury,CT                                                
Connecticut Leadership Committee,Political Action Committee,The Hills Restaurant,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,2/1/2012,25,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,660 Park Rd,Waterbury,CT                                                
Connecticut Leadership Committee,Political Action Committee,The Hills Restaurant,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,2/22/2012,23,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,660 Park Rd,Waterbury,CT                                                
Connecticut Leadership Committee,Political Action Committee,Waterbury Sportsmen's Club,CHAR(Payment to tax exempt charitable organization),,Check,4/22/2012,40,7/10/2012,4/1/2012,6/30/2012,,Original,eFILE,NO,PO Box 4930,Waterbury,CT                                                
Connecticut Leadership Committee,Political Action Committee,Firebox Restaurant,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,1/12/2012,42.09,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,539 Broad St,Hartford,CT                                                
Connecticut Leadership Committee,Political Action Committee,Firebox Restaurant,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,1/18/2012,38.59,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,539 Broad St,Hartford,CT                                                
Connecticut Leadership Committee,Political Action Committee,J Restaurant,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,1/19/2012,28.87,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,297 Washington St,Hartford,CT                                                
Connecticut Leadership Committee,Political Action Committee,J Restaurant,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,1/27/2012,45.82,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,297 Washington St,Hartford,CT                                                
Connecticut Leadership Committee,Political Action Committee,J Restaurant,FOOD(Paid directly to a vendor for food and beverage),,Debit Card,1/9/2012,44.16,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,297 Washington St,Hartford,CT                                                
Connecticut Leadership Committee,Political Action Committee,BJ's Whole Sale Club,"EFV *(Equipment, Furniture, and vehicles)",Coffee Brewer office meetings,Debit Card,1/24/2012,167.27,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,344 Reidville Rd,Waterbury,CT                                                
Connecticut Leadership Committee,Political Action Committee,Salute,FOOD(Paid directly to a vendor for food and beverage),,Check,2/8/2012,531.75,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,100 Trumbull St,Hartford,CT                                                
Connecticut Next,Political Action Committee,Italian-American Legislative Caucus Education Fund,ATT *(Fee for attending a fundraiser),12th Annual Italian-American Legislative Caucus Education Fund Golf Tournament,Check,6/19/2012,175,7/11/2012,4/1/2012,6/30/2012,,Original,eFILE,NO,3254 Torringford St,Torrington,CT                                                
Connecticut Ophthalmic Medical Eye Care Committee,Political Action Committee,COSTCO,SUPPLIES(),FAX MACHINE PAPER,Check,5/8/2012,510.65,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,,WATERBURY,CT                                                
Connecticut Ophthalmic Medical Eye Care Committee,Political Action Committee,COSTCO,,SUPPLIES,Check,6/6/2012,366.64,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,,WATERBURY,CT                                                
Connecticut Ophthalmic Medical Eye Care Committee,Political Action Committee,SENATE MAJONTY PAC,Contributi(),SENATE MAJONTY PAC,Check,4/8/2012,2000,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,,,
Connecticut Ophthalmic Medical Eye Care Committee,Political Action Committee,STAPLES,SUPPLIES(),,Check,4/13/2012,364.98,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,,TORRINGTON,CT                                                
Connecticut Ophthalmic Medical Eye Care Committee,Political Action Committee,PHOTO ARTS,Printing(),PRINTING STMTS,Check,6/4/2012,513.36,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,,TORRINGTON,CT                                                
Connecticut Ophthalmic Medical Eye Care Committee,Political Action Committee,BANK OF AMERICA,,"MERCHANT SERVICES, BANKING FEES",,6/1/2012,160.88,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,S. MAIN ST,TORRINGTON,CT                                                
Connecticut Ophthalmic Medical Eye Care Committee,Political Action Committee,DEB OSBORN,ADMIN FEES(),COMPENSATION FOR REPORT FILING,Check,4/9/2012,1200,7/10/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,PO BOX 854,LITCHFIELD,CT                                                
Connecticut Progressive Leadership Fund,Political Action Committee,East Rock for Cristina and Lauren,CNTRB(Contributions to another committee),,Check,2/16/2012,250,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,31 Nash St,New Haven,CT                                                
Connecticut Progressive Leadership Fund,Political Action Committee,East Rock for Cristina and Lauren,CNTRB(Contributions to another committee),,Check,2/29/2012,250,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,31 Nash St,New Haven,CT                                                
Connecticut Progressive Leadership Fund,Political Action Committee,East Rock for Cristina and Lauren,CNTRB(Contributions to another committee),,Check,3/29/2012,100,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,31 Nash St,New Haven,CT                                                
Connecticut Progressive Leadership Fund,Political Action Committee,Democrats Stand Up,CNTRB(Contributions to another committee),,Check,3/2/2012,500,4/10/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,359 Norton St,New Haven,CT                                                
Connecticut Republicans,Party Committee,GERALD LABRIOLA JR,TRVL(Transportation and lodging costs),MILEAGE REIMBURSEMENT,Check,7/11/2012,53.9,8/8/2012,7/1/2012,8/2/2012,,Original,Data Entry,NO,8 AUTUMN LEAVES ROAD,WALLINGFORD,CT                                                
Connecticut Republicans,Party Committee,CONNECTICUT REPUBLICAN SCC,OVHD(Overhead operating costs),TRANFERS TO FEDERAL,Check,7/17/2012,16893.48,8/8/2012,7/1/2012,8/2/2012,,Original,Data Entry,NO,321 ELLIS STREET BLDG. 17 STE. 501,NEW BRITAIN,CT                                                
Connecticut Republicans,Party Committee,CAMPAIGN SOLUTIONS,MISC(Expenses related to miscellaneous items that are listed above),SERVICE FEE,Check,7/27/2012,16.72,8/8/2012,7/1/2012,8/2/2012,,Original,Data Entry,NO,117 N. SAINT ASAPH STREET,ALEXANDRIA,VA                                                
Connecticut Republicans,Party Committee,ELAVON,MISC(Expenses related to miscellaneous items that are listed above),SERVICE FEE,Check,7/2/2012,69.95,8/8/2012,7/1/2012,8/2/2012,,Original,Data Entry,NO,7300 Chapman Highway,KNOXVILLE,TN                                                
Connecticut Republicans,Party Committee,ELAVON,MISC(Expenses related to miscellaneous items that are listed above),SERVICE FEE,Check,8/2/2012,70,8/8/2012,7/1/2012,8/2/2012,,Original,Data Entry,NO,7300 Chapman Highway,KNOXVILLE,TN                                                
Connecticut Republicans,Party Committee,NUCHIE'S RESTAURANT,MISC(Expenses related to miscellaneous items that are listed above),MEETING EXPENSE,Check,7/24/2012,159.53,8/8/2012,7/1/2012,8/2/2012,,Original,Data Entry,NO,164 Central Street,BRISTOL,CT                                                
Connecticut Republicans,Party Committee,EIPRINTING,MISC(Expenses related to miscellaneous items that are listed above),BANKING SUPPLIES,Check,4/4/2012,40.93,7/9/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,200 RIVERSDIE IND. PARKWAY,PORTLAND,ME                                                
Connecticut Republicans,Party Committee,ELAVON,MISC(Expenses related to miscellaneous items that are listed above),SERVICE FEE,Check,4/2/2012,69.95,7/9/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,7300 Chapman Highway,KNOXVILLE,TN                                                
Connecticut Republicans,Party Committee,ELAVON,MISC(Expenses related to miscellaneous items that are listed above),SERVICE FEE,Check,5/2/2012,69.95,7/9/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,7300 Chapman Highway,KNOXVILLE,TN                                                
Connecticut Republicans,Party Committee,ELAVON,MISC(Expenses related to miscellaneous items that are listed above),SERVICE FEE,Check,6/4/2012,69.95,7/9/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,7300 Chapman Highway,KNOXVILLE,TN                                                
Connecticut Republicans,Party Committee,MICHAEL STRUZIK,RCW(Reimburse committee workers),EXPENSE REIMBURSEMENT,Check,1/17/2012,19.37,4/5/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,540 BRICKHOUSE ROAD EXT.,DANIELSON,CT                                                
Connecticut Republicans,Party Committee,MICHAEL STRUZIK,RCW(Reimburse committee workers),EXPENSE REIMBURSEMENT,Check,1/17/2012,38.77,4/5/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,540 BRICKHOUSE ROAD EXT.,DANIELSON,CT                                                
Connecticut Republicans,Party Committee,MICHAEL STRUZIK,RCW(Reimburse committee workers),EXPENSE REIMBURSEMENT,Check,1/17/2012,52.78,4/5/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,540 BRICKHOUSE ROAD EXT.,DANIELSON,CT                                                
Connecticut Republicans,Party Committee,CONNECTICUT REPUBLICAN SCC,OVHD(Overhead operating costs),TRANSFER TO FEDERAL,,1/11/2012,2560,4/5/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,321 ELLIS STREET BLDG. 17 STE. 501,NEW BRITAIN,CT                                                
Connecticut Republicans,Party Committee,CONNECTICUT REPUBLICAN SCC,OVHD(Overhead operating costs),TRANSFER TO FEDERAL,,2/23/2012,22044.52,4/5/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,321 ELLIS STREET BLDG. 17 STE. 501,NEW BRITAIN,CT                                                
Connecticut Republicans,Party Committee,ELAVON,MISC(Expenses related to miscellaneous items that are listed above),SERVICE FEE,Check,1/3/2012,69.95,4/5/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,7300 Chapman Highway,KNOXVILLE,TN                                                
Connecticut Republicans,Party Committee,ELAVON,MISC(Expenses related to miscellaneous items that are listed above),SERVICE FEE,Check,2/2/2012,69.95,4/5/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,7300 Chapman Highway,KNOXVILLE,TN                                                
Connecticut Republicans,Party Committee,ELAVON,MISC(Expenses related to miscellaneous items that are listed above),SERVICE FEE,Check,3/2/2012,69.95,4/5/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,7300 Chapman Highway,KNOXVILLE,TN                                                
Connecticut Republicans Leaders Coalition - PAC,Political Action Committee,John W. Kleinhans,CNSLT(Payments to a professional consultant),"Exec. Director, Consultant, & web master",Check,3/19/2012,780,4/4/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,100 College Rd,Lyndon,VT                                                
Connecticut Republicans Leaders Coalition - PAC,Political Action Committee,John Kleinhans,CNSLT(Payments to a professional consultant),Exec. Dir. Copnsultant and web master,Check,4/18/2012,780,7/2/2012,4/1/2012,6/30/2012,,Original,eFILE,NO,100 College Rd,Lyndon,VT                                                
Connecticut Republicans Leaders Coalition - PAC,Political Action Committee,U.S. Post Office,Misc *(Miscellaneous expenditure for which no specific code exists),Rental of Post Office Box,Check,2/2/2012,43,4/4/2012,1/1/2012,3/31/2012,,Original,eFILE,NO,E. Elm Street,Torrington,CT                                                
Connecticut State AFL-CIO OPC Account,Political Action Committee,WATERBURY DEMOCRATIC TOWN COMMITTEE,CNTRB(),CONTRIBUTION,Check,11/3/2012,200,1/5/2012,10/26/2011,12/31/2011,,Original,Data Entry,NO,195 Grand Street,WATERBURY,CT                                                
Connecticut State AFL-CIO OPC Account,Political Action Committee,HOUSE DEMOCRATS CAUCUS COMMITTEE,CNTRB(),CONTRIBUTION,Check,1/11/2012,1000,4/9/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,1047 Farmington Ave,WEST HARTFORD,CT                                                
Connecticut State AFL-CIO OPC Account,Political Action Committee,SENATE DEMOCRATS VICTORY PAC,CNTRB(),CONTRIBUTION,Check,1/24/2012,1000,4/9/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,2B Gillette Court,SIMSBURY,Ct                                                
Connecticut State AFL-CIO OPC Account,Political Action Committee,DSCC,CNTRB(),CONTRIBUTION,Check,2/27/2012,2000,4/9/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,"330 MAIN STREET, 3RD FLOOR",HARTFORD,CT                                                
Connecticut State AFL-CIO OPC Account,Political Action Committee,PROSPERITY FOR CONNECTICUT,CNTRB(),CONTRIBUTION,Check,4/27/2012,750,7/11/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,P.O. BOX 231087,HARTFORD,CT                                                
Connecticut State AFL-CIO OPC Account,Political Action Committee,NEW HAVEN DEMOCRATIC TOWN COMMITTEE,CNTRB(),CONTRIBUTION,Check,5/8/2012,250,7/11/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,49 LIVINGSTON STREET,NEW HAVEN,CT                                                
Connecticut State AFL-CIO OPC Account,Political Action Committee,SENATE DEMOCRATS VICTORY PAC,CNTRB(),CONTRIBUTION,Check,6/27/2012,1000,7/11/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,10 FREDERICK STREET,HARTFORD,CT                                                
Connecticut State AFL-CIO OPC Account,Political Action Committee,DEMOCRATIC SENATE MAJORITY PAC,CNTRB(),CONTRIBUTION,Check,6/27/2012,2000,7/11/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,24 KNEELAND STREET,NEW HAVEN,CT                                                
Connecticut State AFL-CIO OPC Account,Political Action Committee,SHORELONE LEAGUE OF DEMOCRATIC WOMEN,CNTRB(),CONTRIBUTION,Check,5/8/2012,100,7/11/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,100 Wauwinet Trail,GUILFORD,CT                                                
Connecticut State AFL-CIO OPC Account,Political Action Committee,DANBURY DEMOCRATIC TOWN COMMITTEE,CNTRB(),CONTRIBUTION,Check,5/10/2012,100,7/11/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,P.O. Box 164,DANBURY,CT                                                
Connecticut State AFL-CIO OPC Account,Political Action Committee,DEMOCRATS FOR NEW LEADERSHIP PAC,CNTRB(),CONTRIBUTION,Check,6/27/2012,2000,7/11/2012,4/1/2012,6/30/2012,,Original,Data Entry,NO,67 Orchard Hill Drive,WETHERSFIELD,CT                                                
Connecticut State Council Of Machinists PAC,Political Action Committee,DISTRICT LODGE 26,OVHD(Overhead operating costs),,Check,1/23/2012,300,4/4/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,365 NEW BRITAIN ROAD,KENSINGTON,CT                                                
Connecticut State Council Of Machinists PAC,Political Action Committee,DISTRICT LODGE 26,OVHD(Overhead operating costs),,Check,2/6/2012,300,4/4/2012,1/1/2012,3/31/2012,,Original,Data Entry,NO,365 NEW BRITAIN ROAD,KENSINGTON,CT                                                
